"revenue","outcalls","incalls","months","eqpdays","webcap","marryyes","travel","pcown","creditcd","retcalls","churndep"
39.99,1.0,0.33,25.0,558.0,"1","0","0","0","1",0.0,"1"
54.15,78.67,8.67,11.0,320.0,"1","0","0","0","0",0.0,"1"
124.95,26.67,7.67,12.0,353.0,"1","0","0","0","1",0.0,"1"
44.64,47.0,17.67,18.0,533.0,"1","0","0","0","1",0.0,"1"
20.11,5.33,0.67,29.0,622.0,"1","0","0","0","1",0.0,"1"
40.8,10.33,0.67,11.0,310.0,"1","1","0","0","0",0.0,"1"
30.31,5.67,0.67,16.0,476.0,"1","1","0","1","1",0.0,"1"
65.11,44.67,14.0,11.0,324.0,"1","0","0","0","0",0.0,"1"
94.99,0.0,0.0,12.0,362.0,"1","0","0","0","1",0.0,"1"
10.0,8.0,1.67,16.0,501.0,"1","0","0","0","1",0.0,"1"
29.99,0.67,2.0,12.0,336.0,"1","0","0","0","0",0.0,"1"
38.99,0.0,0.0,15.0,454.0,"1","0","0","0","1",0.0,"1"
47.25,3.67,0.33,15.0,446.0,"1","0","0","0","1",0.0,"1"
49.99,0.0,0.0,15.0,442.0,"1","0","0","0","1",0.0,"1"
29.99,5.33,2.67,12.0,338.0,"1","0","0","0","0",0.0,"1"
15.74,0.0,0.0,17.0,500.0,"1","0","0","0","1",0.0,"1"
53.34,12.67,1.33,14.0,432.0,"1","1","1","0","1",0.0,"1"
72.53,11.67,21.33,11.0,338.0,"1","0","0","0","0",0.0,"1"
66.0,78.0,28.33,46.0,832.0,"1","0","0","0","1",0.0,"1"
30.38,0.67,0.0,11.0,319.0,"1","0","0","0","0",0.0,"1"
45.2,18.0,3.33,11.0,313.0,"1","0","0","0","0",0.0,"1"
50.71,0.0,0.0,9.0,276.0,"1","0","0","0","0",0.0,"1"
51.6,2.33,0.0,9.0,275.0,"1","0","0","0","0",0.0,"1"
12.76,1.67,0.0,11.0,338.0,"1","0","0","0","0",0.0,"1"
34.55,10.33,2.67,10.0,312.0,"1","0","0","0","0",0.0,"1"
55.21,0.0,0.0,15.0,436.0,"1","1","0","0","1",0.0,"1"
63.49,7.0,0.33,26.0,542.0,"1","0","0","0","1",0.0,"1"
41.39,14.67,6.33,11.0,326.0,"1","0","0","0","0",0.0,"1"
76.05,38.33,2.67,14.0,411.0,"1","1","0","0","1",0.0,"1"
48.55,49.0,3.0,11.0,308.0,"1","0","0","0","0",0.0,"1"
38.99,1.0,2.0,10.0,305.0,"1","0","0","0","0",0.0,"1"
27.86,0.0,0.0,10.0,311.0,"1","0","0","0","0",0.0,"1"
34.26,3.0,0.0,10.0,304.0,"1","0","0","0","0",0.0,"1"
77.92,132.0,14.33,10.0,300.0,"1","0","0","0","0",0.0,"1"
12.84,0.0,0.0,12.0,348.0,"1","0","0","1","0",0.0,"1"
57.23,11.0,2.33,10.0,286.0,"1","0","0","0","0",0.0,"1"
73.79,29.33,19.0,11.0,329.0,"1","0","0","0","0",0.0,"1"
55.52,18.33,0.0,14.0,425.0,"1","0","0","0","1",0.0,"1"
45.21,17.67,3.33,16.0,467.0,"1","0","0","0","1",0.0,"1"
67.08,42.67,14.67,11.0,323.0,"1","0","0","0","0",0.0,"1"
20.89,0.0,0.0,12.0,339.0,"1","0","0","0","0",0.0,"1"
50.44,65.33,12.67,25.0,480.0,"1","0","0","0","0",0.0,"1"
62.61,0.0,0.0,8.0,252.0,"1","0","0","0","0",0.0,"1"
42.21,30.67,5.0,16.0,475.0,"1","0","1","1","1",0.0,"1"
85.47,50.0,1.0,8.0,230.0,"1","0","0","0","0",0.0,"1"
41.96,0.0,0.0,16.0,460.0,"1","1","0","0","1",0.0,"1"
37.02,0.0,0.0,15.0,455.0,"1","0","0","0","1",0.0,"1"
13.75,0.0,0.0,17.0,501.0,"1","1","0","0","1",0.0,"1"
82.79,67.33,5.67,19.0,361.0,"1","0","0","0","0",0.0,"1"
54.33,11.33,0.33,15.0,437.0,"1","0","0","0","1",0.0,"1"
10.0,2.33,0.67,17.0,507.0,"1","1","0","0","1",0.0,"1"
31.86,26.33,3.33,6.0,184.0,"0","0","0","0","1",0.0,"1"
78.57,19.33,6.67,13.0,409.0,"1","1","0","1","1",0.0,"1"
39.26,22.67,0.0,11.0,308.0,"1","0","0","0","0",0.0,"1"
36.35,22.33,5.67,16.0,483.0,"1","0","0","0","1",0.0,"1"
31.18,2.33,0.0,15.0,461.0,"1","1","0","0","1",0.0,"1"
35.52,6.67,0.33,11.0,313.0,"1","0","0","0","0",0.0,"1"
29.99,2.67,0.0,11.0,318.0,"1","0","0","0","0",0.0,"1"
93.49,0.0,0.0,12.0,362.0,"1","0","0","0","1",0.0,"1"
30.49,2.67,0.0,10.0,307.0,"1","0","0","0","0",0.0,"1"
31.05,0.67,0.0,15.0,461.0,"1","1","0","0","1",0.0,"1"
34.99,14.67,9.0,12.0,350.0,"1","0","0","0","0",0.0,"1"
75.68,13.33,4.33,14.0,415.0,"1","1","0","0","1",0.0,"1"
47.1,15.33,2.0,14.0,439.0,"1","1","1","0","1",0.0,"1"
89.87,11.67,0.0,7.0,211.0,"1","0","0","0","0",0.0,"1"
92.06,35.33,1.0,8.0,222.0,"1","0","0","0","0",0.0,"1"
101.28,14.0,2.33,8.0,216.0,"1","0","0","0","0",0.0,"1"
44.31,55.0,15.33,12.0,359.0,"1","0","0","0","0",0.0,"1"
59.28,33.0,10.67,11.0,318.0,"1","0","0","1","0",0.0,"1"
19.91,0.0,0.0,16.0,483.0,"1","1","0","0","1",0.0,"1"
67.74,38.67,18.0,11.0,331.0,"1","0","0","0","0",0.0,"1"
28.8,0.0,0.0,24.0,363.0,"0","1","0","0","1",0.0,"1"
10.09,0.0,0.0,11.0,339.0,"1","0","0","0","0",0.0,"1"
49.78,7.0,0.67,15.0,442.0,"1","1","0","0","1",0.0,"1"
99.22,18.0,0.0,14.0,273.0,"1","0","0","0","0",0.0,"1"
27.87,11.67,0.33,21.0,527.0,"1","0","0","0","1",0.0,"1"
36.13,10.0,0.67,21.0,519.0,"1","1","0","1","1",0.0,"1"
169.95,166.0,34.0,14.0,402.0,"1","1","0","0","1",0.0,"1"
169.32,45.33,39.0,11.0,284.0,"1","1","0","0","0",0.0,"1"
75.49,40.0,13.67,11.0,309.0,"1","0","0","0","0",0.0,"1"
114.73,54.33,8.0,11.0,249.0,"1","0","0","0","0",0.0,"1"
126.21,24.67,1.67,11.0,320.0,"1","1","0","0","1",0.0,"1"
30.49,0.0,0.0,10.0,306.0,"1","0","0","0","0",0.0,"1"
135.29,129.0,43.33,11.0,334.0,"1","0","0","0","0",0.0,"1"
16.99,0.33,0.0,17.0,496.0,"1","0","1","1","1",0.0,"1"
74.89,6.0,0.67,28.0,549.0,"1","0","0","0","1",0.0,"1"
30.43,1.67,1.0,16.0,474.0,"1","0","0","0","1",0.0,"1"
62.9,15.33,0.0,11.0,281.0,"1","1","0","0","0",0.0,"1"
54.08,60.33,11.0,11.0,324.0,"1","0","0","0","0",0.0,"1"
20.56,3.67,3.0,33.0,667.0,"1","1","1","1","1",0.0,"1"
31.22,1.0,0.0,16.0,470.0,"1","0","0","0","1",0.0,"1"
27.56,0.0,0.0,10.0,309.0,"1","0","0","0","0",0.0,"1"
50.64,5.0,0.33,30.0,595.0,"1","0","0","0","1",0.0,"1"
30.26,0.33,0.0,16.0,471.0,"1","1","0","0","1",0.0,"1"
80.34,12.0,0.33,12.0,376.0,"1","0","0","1","1",0.0,"1"
89.65,60.67,10.67,14.0,418.0,"1","1","0","1","1",0.0,"1"
33.49,0.0,0.0,23.0,540.0,"1","1","1","1","1",0.0,"1"
30.5,8.67,3.67,25.0,575.0,"1","1","0","0","1",0.0,"1"
114.28,35.0,3.67,12.0,349.0,"1","1","0","1","1",0.0,"1"
113.63,49.33,1.33,7.0,188.0,"1","0","0","0","0",0.0,"1"
34.99,4.33,0.0,11.0,311.0,"1","0","0","0","0",0.0,"1"
16.71,10.33,9.33,13.0,380.0,"1","0","0","0","0",0.0,"1"
57.83,26.33,0.0,14.0,420.0,"1","1","0","0","1",0.0,"1"
59.99,1.0,0.0,15.0,428.0,"1","1","0","1","1",0.0,"1"
34.99,1.67,1.0,11.0,314.0,"1","0","0","0","0",0.0,"1"
30.55,0.33,0.0,15.0,460.0,"1","0","0","0","1",0.0,"1"
35.09,7.33,4.67,11.0,325.0,"1","0","0","0","0",0.0,"1"
34.99,8.33,3.0,11.0,320.0,"1","0","0","0","0",0.0,"1"
10.5,33.67,7.33,23.0,587.0,"1","0","0","1","1",0.0,"1"
10.0,8.67,0.0,17.0,503.0,"1","1","0","0","1",0.0,"1"
136.86,41.0,4.33,25.0,461.0,"1","0","0","1","1",0.0,"1"
54.91,7.33,0.0,14.0,423.0,"1","0","0","0","1",0.0,"1"
98.9,44.33,4.0,10.0,243.0,"1","0","0","0","0",0.0,"1"
30.19,0.33,0.0,11.0,316.0,"1","0","0","0","0",0.0,"1"
36.23,0.0,0.0,10.0,299.0,"1","0","0","0","0",0.0,"1"
34.95,52.0,0.67,15.0,457.0,"1","1","0","1","1",0.0,"1"
74.05,0.0,0.0,14.0,402.0,"1","1","0","0","1",0.0,"1"
34.94,9.67,3.67,15.0,466.0,"1","0","0","0","1",0.0,"1"
33.32,7.33,1.33,16.0,471.0,"1","0","0","0","1",0.0,"1"
35.08,0.33,0.0,10.0,300.0,"1","0","0","0","0",0.0,"1"
37.05,28.0,11.67,12.0,354.0,"1","0","0","0","0",0.0,"1"
63.71,0.67,0.0,14.0,413.0,"1","1","0","1","1",0.0,"1"
33.3,12.0,11.33,12.0,357.0,"1","0","0","1","0",0.0,"1"
42.73,17.0,3.33,11.0,312.0,"1","1","0","1","0",0.0,"1"
39.99,18.67,0.0,15.0,449.0,"1","0","0","0","1",0.0,"1"
62.63,3.67,0.67,14.0,416.0,"1","0","0","1","1",0.0,"1"
95.24,9.0,13.67,14.0,420.0,"1","0","0","0","1",0.0,"1"
71.76,0.0,0.0,8.0,239.0,"1","0","0","0","0",0.0,"1"
11.88,49.0,15.67,14.0,414.0,"1","0","0","0","0",0.0,"1"
39.66,0.0,0.0,11.0,305.0,"1","0","0","0","0",0.0,"1"
49.99,0.0,0.0,15.0,438.0,"1","0","0","0","1",0.0,"1"
35.98,9.67,0.0,11.0,309.0,"1","0","0","0","0",0.0,"1"
10.85,3.67,0.67,16.0,493.0,"1","0","0","0","1",0.0,"1"
38.97,0.0,0.0,9.0,285.0,"1","0","0","0","0",0.0,"1"
36.05,42.33,3.33,11.0,319.0,"1","0","0","0","0",0.0,"1"
29.99,0.0,0.0,16.0,470.0,"1","0","0","0","1",0.0,"1"
153.54,24.67,4.33,23.0,228.0,"0","1","0","1","1",0.0,"1"
88.05,27.0,16.33,15.0,446.0,"1","0","0","1","1",0.0,"1"
102.29,19.0,7.67,12.0,373.0,"1","0","0","0","1",0.0,"1"
57.12,60.67,17.0,16.0,492.0,"1","0","0","0","1",0.0,"1"
38.05,0.0,0.0,16.0,461.0,"1","1","0","0","1",0.0,"1"
50.44,2.33,0.67,25.0,440.0,"1","0","0","0","0",0.0,"1"
46.15,22.0,6.67,15.0,462.0,"1","0","0","0","1",0.0,"1"
39.56,39.67,3.33,20.0,408.0,"1","0","0","0","0",0.0,"1"
33.98,12.33,3.33,15.0,465.0,"1","1","1","1","1",0.0,"1"
33.03,3.67,2.67,15.0,464.0,"1","0","0","0","1",0.0,"1"
255.43,134.0,52.33,12.0,239.0,"1","0","0","0","0",0.0,"1"
105.49,86.0,3.33,12.0,356.0,"1","0","0","0","1",0.0,"1"
99.75,60.67,1.0,12.0,355.0,"1","1","0","1","1",0.0,"1"
19.99,1.67,0.0,12.0,336.0,"1","0","0","0","0",0.0,"1"
55.03,45.0,13.33,11.0,328.0,"1","0","0","0","0",0.0,"1"
89.19,20.0,5.33,7.0,225.0,"1","0","0","0","0",0.0,"1"
76.23,99.67,16.33,11.0,314.0,"1","0","0","0","0",0.0,"1"
94.28,35.33,4.33,12.0,371.0,"1","0","0","0","1",0.0,"1"
44.51,6.0,5.33,11.0,315.0,"1","0","0","0","0",0.0,"1"
41.78,2.33,0.0,15.0,446.0,"1","1","0","1","1",0.0,"1"
57.86,9.33,0.0,14.0,418.0,"1","1","0","0","1",0.0,"1"
36.81,7.0,0.0,11.0,307.0,"1","0","0","0","0",0.0,"1"
47.69,1.67,0.0,14.0,429.0,"1","1","0","0","1",0.0,"1"
75.73,66.0,10.0,14.0,326.0,"1","0","0","0","0",0.0,"1"
31.46,13.33,2.33,15.0,464.0,"1","1","0","0","1",0.0,"1"
74.8,17.33,1.33,13.0,393.0,"1","1","0","0","1",0.0,"1"
37.73,0.67,0.0,9.0,285.0,"1","1","0","0","0",0.0,"1"
32.67,30.0,12.0,12.0,358.0,"1","0","0","0","0",0.0,"1"
35.56,7.33,0.0,11.0,308.0,"1","1","0","1","0",0.0,"1"
11.98,0.0,0.0,12.0,344.0,"1","0","0","0","0",0.0,"1"
65.15,1.33,0.0,9.0,255.0,"1","0","0","0","0",0.0,"1"
48.1,28.0,2.67,16.0,457.0,"1","1","0","1","1",0.0,"1"
44.83,0.0,0.0,9.0,277.0,"1","0","0","0","0",0.0,"1"
37.41,20.0,4.67,11.0,320.0,"1","0","0","0","0",0.0,"1"
19.99,0.0,0.0,12.0,335.0,"1","0","0","0","0",0.0,"1"
91.75,18.67,0.0,7.0,205.0,"1","0","0","0","0",0.0,"1"
96.98,57.0,15.33,10.0,277.0,"1","0","0","0","0",0.0,"1"
39.99,9.67,6.0,11.0,321.0,"1","0","0","0","0",0.0,"1"
34.19,5.0,0.0,11.0,309.0,"1","1","0","0","0",0.0,"1"
50.49,10.33,5.33,16.0,462.0,"1","1","0","0","1",0.0,"1"
54.44,71.33,13.0,10.0,316.0,"1","0","0","0","0",0.0,"1"
80.53,24.67,2.33,13.0,389.0,"1","0","0","0","1",0.0,"1"
85.65,7.0,1.33,12.0,370.0,"1","1","1","0","1",0.0,"1"
29.99,7.33,0.0,10.0,303.0,"1","0","0","0","0",0.0,"1"
34.99,1.67,2.0,11.0,314.0,"1","0","0","0","0",0.0,"1"
54.24,25.67,10.67,16.0,474.0,"1","0","0","0","1",0.0,"1"
120.99,22.67,4.67,7.0,187.0,"1","0","0","0","0",0.0,"1"
34.99,15.67,2.67,11.0,316.0,"1","0","0","0","0",0.0,"1"
49.02,56.67,10.33,17.0,489.0,"1","1","0","0","1",0.0,"1"
14.31,2.0,0.0,16.0,485.0,"1","1","0","0","1",0.0,"1"
40.94,3.33,0.0,16.0,456.0,"1","0","0","0","1",0.0,"1"
34.99,7.67,3.67,11.0,319.0,"1","0","0","0","0",0.0,"1"
30.8,1.33,0.0,16.0,467.0,"1","1","0","1","1",0.0,"1"
38.11,26.67,7.33,12.0,337.0,"1","0","0","0","0",0.0,"1"
38.71,66.67,9.0,11.0,331.0,"1","0","0","0","0",0.0,"1"
10.25,5.0,3.0,12.0,354.0,"1","0","0","0","0",0.0,"1"
54.73,23.33,8.67,16.0,467.0,"1","0","0","0","1",0.0,"1"
58.71,100.33,2.33,15.0,433.0,"1","0","0","0","1",0.0,"1"
30.51,6.33,1.33,10.0,306.0,"1","0","0","0","0",0.0,"1"
10.0,0.0,0.0,12.0,345.0,"1","0","0","0","0",0.0,"1"
35.19,15.67,0.33,30.0,312.0,"0","0","0","0","0",0.0,"1"
95.12,31.67,27.0,17.0,489.0,"1","1","0","0","1",0.0,"1"
66.1,5.33,0.0,13.0,397.0,"1","0","0","0","1",0.0,"1"
17.49,0.0,0.0,16.0,481.0,"1","1","0","0","1",0.0,"1"
29.2,13.0,3.67,15.0,469.0,"1","1","0","1","1",0.0,"1"
62.12,3.33,0.0,9.0,257.0,"1","0","0","0","0",0.0,"1"
67.62,99.0,22.33,12.0,350.0,"1","0","0","0","0",0.0,"1"
53.04,52.33,4.0,9.0,279.0,"1","0","0","0","0",0.0,"1"
34.21,18.33,9.0,30.0,442.0,"0","1","0","1","1",0.0,"1"
36.98,16.33,1.67,11.0,310.0,"1","0","0","0","0",0.0,"1"
228.37,111.67,16.33,22.0,363.0,"1","1","0","1","1",0.0,"1"
54.36,8.67,1.0,11.0,289.0,"1","1","0","0","0",0.0,"1"
21.47,30.33,7.0,17.0,508.0,"1","1","0","0","1",0.0,"1"
67.12,18.67,2.0,8.0,247.0,"1","0","0","0","0",0.0,"1"
52.91,28.33,6.0,26.0,564.0,"1","1","0","1","1",0.0,"1"
181.1,245.33,46.0,15.0,432.0,"1","0","0","0","1",0.0,"1"
23.88,0.33,0.0,11.0,319.0,"1","0","0","0","0",0.0,"1"
45.4,40.33,11.0,11.0,329.0,"1","0","0","0","0",0.0,"1"
36.74,14.0,0.67,11.0,307.0,"1","0","0","0","0",0.0,"1"
46.1,6.67,0.0,15.0,439.0,"1","1","0","1","1",0.0,"1"
74.11,14.67,18.33,11.0,320.0,"1","0","0","0","0",0.0,"1"
50.44,2.33,2.33,14.0,431.0,"1","1","0","0","1",0.0,"1"
34.84,0.33,0.0,11.0,307.0,"1","0","0","0","0",0.0,"1"
92.25,11.33,1.67,15.0,291.0,"1","1","0","0","0",0.0,"1"
37.23,3.33,0.33,10.0,295.0,"1","0","0","0","0",0.0,"1"
34.99,5.0,6.0,11.0,325.0,"1","1","0","0","0",0.0,"1"
139.8,73.33,21.0,13.0,380.0,"1","1","0","0","1",0.0,"1"
57.57,14.33,0.0,44.0,727.0,"1","1","0","0","1",0.0,"1"
15.85,1.33,0.0,26.0,483.0,"1","0","0","0","0",0.0,"1"
38.56,19.0,0.33,15.0,448.0,"1","1","0","0","1",0.0,"1"
42.96,44.67,11.0,16.0,486.0,"1","1","0","0","1",0.0,"1"
34.12,7.67,5.33,15.0,468.0,"1","0","0","0","1",0.0,"1"
31.52,13.33,0.67,10.0,302.0,"1","0","0","0","0",0.0,"1"
23.73,5.67,4.67,11.0,333.0,"1","0","0","0","0",0.0,"1"
36.29,14.67,7.33,16.0,482.0,"1","1","0","0","1",0.0,"1"
46.63,18.67,5.33,11.0,310.0,"1","0","0","0","0",0.0,"1"
42.67,19.0,7.33,10.0,310.0,"1","0","0","0","0",0.0,"1"
10.0,0.0,0.0,12.0,344.0,"1","0","0","0","0",0.0,"1"
47.07,6.67,3.33,16.0,458.0,"1","0","0","1","1",0.0,"1"
124.32,32.67,1.67,11.0,317.0,"1","0","0","0","1",0.0,"1"
38.96,6.0,0.0,28.0,581.0,"1","0","0","0","1",0.0,"1"
38.26,0.0,0.0,9.0,282.0,"1","0","0","0","0",0.0,"1"
36.44,19.67,14.0,13.0,368.0,"1","0","0","0","0",0.0,"1"
70.93,12.67,0.0,14.0,401.0,"1","0","0","0","1",0.0,"1"
31.71,2.33,0.0,15.0,454.0,"1","0","0","0","1",0.0,"1"
49.66,40.0,12.33,12.0,338.0,"1","0","0","0","0",0.0,"1"
144.21,76.33,10.0,10.0,310.0,"1","1","0","0","1",0.0,"1"
47.69,19.33,3.33,10.0,292.0,"1","0","0","0","0",0.0,"1"
53.88,57.67,6.67,15.0,450.0,"1","1","0","0","1",0.0,"1"
49.58,1.67,0.0,14.0,424.0,"1","0","0","1","1",0.0,"1"
51.7,16.67,0.33,9.0,268.0,"1","0","0","0","0",0.0,"1"
54.18,29.67,4.0,14.0,431.0,"1","0","0","0","1",0.0,"1"
31.72,1.0,0.0,16.0,464.0,"1","0","0","0","1",0.0,"1"
90.53,52.0,4.33,13.0,382.0,"1","0","0","0","1",0.0,"1"
37.73,43.33,6.33,17.0,487.0,"1","0","0","0","1",0.0,"1"
29.99,3.0,5.67,16.0,483.0,"1","1","0","0","1",0.0,"1"
10.74,19.67,4.33,13.0,366.0,"1","0","0","0","0",0.0,"1"
35.2,0.0,0.0,16.0,460.0,"1","1","0","1","1",0.0,"1"
137.06,41.0,53.0,12.0,366.0,"1","0","0","0","0",0.0,"1"
30.73,17.33,3.33,10.0,310.0,"1","0","0","0","0",0.0,"1"
32.06,1.0,0.0,15.0,453.0,"1","1","0","1","1",0.0,"1"
230.73,81.67,1.67,15.0,139.0,"1","0","0","0","0",0.0,"1"
11.48,2.0,0.0,11.0,331.0,"1","0","0","0","0",0.0,"1"
83.92,4.0,0.0,14.0,386.0,"1","1","0","0","1",0.0,"1"
46.15,11.67,10.33,12.0,335.0,"1","0","0","0","0",0.0,"1"
50.98,21.67,4.67,14.0,436.0,"1","1","0","0","1",0.0,"1"
33.75,5.0,2.0,15.0,457.0,"1","1","0","0","1",0.0,"1"
20.17,0.0,0.0,16.0,476.0,"1","1","0","1","1",0.0,"1"
115.89,30.0,9.33,7.0,204.0,"1","0","0","0","0",0.0,"1"
64.68,38.67,23.0,18.0,518.0,"1","0","0","1","1",0.0,"1"
61.19,7.0,0.33,13.0,401.0,"1","1","0","0","1",0.0,"1"
41.61,0.0,0.0,9.0,277.0,"1","1","0","0","0",0.0,"1"
34.26,3.67,0.0,9.0,285.0,"1","0","0","0","0",0.0,"1"
30.24,24.33,13.33,12.0,361.0,"1","0","0","0","0",0.0,"1"
33.37,8.0,2.0,15.0,457.0,"1","1","0","1","1",0.0,"1"
37.86,5.67,0.0,15.0,446.0,"1","0","0","0","1",0.0,"1"
59.28,26.33,8.33,15.0,448.0,"1","1","0","0","1",0.0,"1"
33.83,1.33,0.0,14.0,440.0,"1","0","0","0","1",0.0,"1"
78.27,55.0,21.67,23.0,448.0,"1","0","0","0","0",0.0,"1"
20.44,20.67,8.33,17.0,511.0,"1","1","0","0","1",0.0,"1"
18.59,31.0,8.0,17.0,512.0,"1","1","0","1","1",0.0,"1"
26.8,5.0,0.0,15.0,458.0,"1","1","0","1","1",0.0,"1"
31.4,9.33,0.33,15.0,454.0,"1","0","0","0","1",0.0,"1"
10.0,0.33,0.0,17.0,497.0,"1","1","1","0","1",0.0,"1"
181.82,41.33,3.0,25.0,402.0,"1","0","1","1","1",0.0,"1"
145.1,20.67,0.33,9.0,268.0,"1","0","0","1","1",0.0,"1"
10.0,0.0,0.0,11.0,332.0,"1","0","0","0","0",0.0,"1"
44.89,11.33,11.0,16.0,482.0,"1","0","0","0","1",0.0,"1"
23.73,1.33,0.67,11.0,319.0,"1","0","0","0","0",0.0,"1"
19.99,0.0,0.0,11.0,321.0,"1","0","0","0","0",0.0,"1"
59.99,14.33,1.0,13.0,404.0,"1","0","0","0","1",0.0,"1"
50.06,43.67,18.33,11.0,344.0,"1","0","0","0","0",0.0,"1"
69.77,95.33,26.67,36.0,607.0,"1","0","0","0","0",0.0,"1"
29.99,0.0,0.0,11.0,310.0,"1","0","0","0","0",0.0,"1"
99.13,49.33,4.33,12.0,361.0,"1","0","0","0","1",0.0,"1"
57.28,51.0,27.33,16.0,415.0,"1","0","0","0","0",0.0,"1"
39.99,44.33,3.67,11.0,310.0,"1","0","0","0","0",0.0,"1"
36.73,0.0,0.0,16.0,457.0,"1","0","0","0","1",0.0,"1"
74.74,22.0,0.0,22.0,375.0,"1","0","0","0","0",0.0,"1"
71.07,22.67,4.33,14.0,412.0,"1","0","0","0","1",0.0,"1"
53.44,0.33,0.0,14.0,418.0,"1","0","0","0","1",0.0,"1"
51.27,56.33,6.33,9.0,285.0,"1","0","0","0","0",0.0,"1"
50.25,20.0,4.33,15.0,445.0,"1","1","0","0","1",0.0,"1"
35.92,1.67,0.33,14.0,438.0,"1","1","0","0","1",0.0,"1"
72.87,9.33,0.67,12.0,378.0,"1","0","0","0","1",0.0,"1"
31.23,3.0,1.67,27.0,479.0,"1","0","0","0","0",0.0,"1"
44.07,23.67,9.0,16.0,476.0,"1","1","0","1","1",0.0,"1"
35.09,23.0,5.67,11.0,321.0,"1","0","0","0","0",0.0,"1"
22.61,4.67,0.33,10.0,308.0,"1","0","0","0","0",0.0,"1"
55.16,24.67,13.33,16.0,477.0,"1","0","0","0","1",0.0,"1"
40.52,5.67,0.0,15.0,442.0,"1","0","0","0","1",0.0,"1"
35.34,14.0,6.67,18.0,499.0,"1","0","0","0","1",0.0,"1"
23.4,2.33,1.0,16.0,474.0,"1","1","0","1","1",0.0,"1"
38.04,5.0,0.67,18.0,375.0,"1","0","0","0","0",0.0,"1"
31.15,32.0,12.0,16.0,499.0,"1","1","0","0","1",0.0,"1"
45.62,8.0,0.0,14.0,426.0,"1","0","0","1","1",0.0,"1"
51.62,44.33,11.0,11.0,319.0,"1","0","0","0","0",0.0,"1"
98.73,53.33,23.0,14.0,438.0,"1","1","0","0","1",0.0,"1"
51.51,21.33,0.0,23.0,410.0,"1","0","0","0","0",0.0,"1"
35.73,25.0,0.33,9.0,283.0,"1","0","0","0","0",0.0,"1"
37.06,26.0,3.33,16.0,466.0,"1","0","0","0","1",0.0,"1"
35.09,9.0,0.0,10.0,293.0,"1","0","0","0","0",0.0,"1"
37.5,0.0,0.0,9.0,280.0,"1","0","0","0","0",0.0,"1"
33.75,0.0,0.0,9.0,284.0,"1","0","0","0","0",0.0,"1"
50.24,0.0,0.0,15.0,431.0,"1","0","0","0","1",0.0,"1"
39.24,19.33,7.0,11.0,320.0,"1","0","0","0","0",0.0,"1"
53.97,30.67,12.0,16.0,371.0,"1","0","0","0","0",0.0,"1"
107.31,0.0,0.0,10.0,317.0,"1","1","0","0","1",0.0,"1"
76.74,43.33,6.67,14.0,412.0,"1","1","0","0","1",0.0,"1"
38.27,0.0,0.33,9.0,280.0,"1","0","0","0","0",0.0,"1"
33.65,0.33,0.33,15.0,450.0,"1","0","0","0","1",0.0,"1"
120.1,12.67,1.33,10.0,307.0,"1","0","0","0","1",0.0,"1"
76.56,43.67,28.0,17.0,508.0,"1","0","0","0","1",0.0,"1"
13.34,6.0,7.0,11.0,348.0,"1","1","0","1","0",0.0,"1"
30.15,40.33,4.33,21.0,528.0,"1","1","0","1","1",0.0,"1"
88.39,57.0,12.67,13.0,407.0,"1","1","1","1","1",0.0,"1"
29.99,0.33,0.0,16.0,463.0,"1","0","0","1","1",0.0,"1"
53.7,1.33,4.0,20.0,388.0,"1","0","0","0","0",0.0,"1"
59.31,69.33,15.33,17.0,488.0,"1","0","0","0","1",0.0,"1"
49.99,9.0,5.33,15.0,447.0,"1","0","0","0","1",0.0,"1"
10.0,0.0,0.0,11.0,330.0,"1","0","0","0","0",0.0,"1"
109.19,59.67,14.0,7.0,223.0,"1","0","0","0","0",0.0,"1"
60.28,0.0,0.0,14.0,409.0,"1","1","0","1","1",0.0,"1"
15.01,0.0,0.0,10.0,314.0,"1","0","0","0","0",0.0,"1"
53.67,31.0,19.0,11.0,340.0,"1","0","0","0","0",0.0,"1"
57.99,4.0,0.0,13.0,401.0,"1","0","0","0","1",0.0,"1"
147.14,71.33,0.67,24.0,420.0,"1","1","0","0","1",0.0,"1"
79.12,33.0,0.67,13.0,380.0,"1","1","0","0","1",0.0,"1"
48.55,2.67,0.0,9.0,267.0,"1","0","0","0","0",0.0,"1"
92.7,40.33,12.0,14.0,410.0,"1","0","1","1","1",0.0,"1"
54.05,1.33,0.0,20.0,375.0,"1","0","0","0","0",0.0,"1"
49.99,2.67,0.0,14.0,420.0,"1","1","0","1","1",0.0,"1"
41.19,64.33,8.33,11.0,321.0,"1","0","0","0","0",0.0,"1"
12.45,11.0,1.33,11.0,331.0,"1","0","0","0","0",0.0,"1"
67.97,14.67,0.33,13.0,391.0,"1","1","1","1","1",0.0,"1"
58.26,59.33,21.67,20.0,539.0,"1","0","0","0","1",0.0,"1"
53.49,0.33,0.0,14.0,416.0,"1","1","0","1","1",0.0,"1"
112.76,0.0,0.0,10.0,310.0,"1","1","0","0","1",0.0,"1"
38.99,8.33,2.67,11.0,306.0,"1","0","0","0","0",0.0,"1"
38.05,80.33,22.67,28.0,544.0,"1","0","0","0","0",0.0,"1"
40.9,28.33,1.0,15.0,443.0,"1","0","0","0","1",0.0,"1"
